"Target","Source","Year","Weight"
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","BIOMETRIKA",1991,3
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","BIOMETRIKA",1992,1
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","BIOMETRIKA",1993,2
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","BIOMETRIKA",1994,3
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","BIOMETRIKA",1996,1
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","BIOMETRIKA",1997,2
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","BIOMETRIKA",1998,3
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","BIOMETRIKA",1999,5
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","BIOMETRIKA",2000,4
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","BIOMETRIKA",2001,6
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","BIOMETRIKA",2002,7
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","BIOMETRIKA",2003,12
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","BIOMETRIKA",2004,5
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","BIOMETRIKA",2005,5
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","BIOMETRIKA",2006,7
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","BIOMETRIKA",2007,8
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","BIOMETRIKA",2008,6
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","BIOMETRIKA",2009,9
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","BIOMETRIKA",2010,9
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","BIOMETRIKA",2011,4
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","BIOMETRIKA",2012,10
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","BIOMETRIKA",2013,3
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","BIOMETRIKA",2014,6
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","BIOMETRIKA",2015,3
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","BIOMETRIKA",2016,9
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","BIOMETRIKA",2017,5
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","BIOMETRIKA",2018,5
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","BIOMETRIKA",2019,5
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","BIOMETRIKA",2020,7
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","BIOSTATISTICS",2002,7
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","BIOSTATISTICS",2003,16
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","BIOSTATISTICS",2004,15
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","BIOSTATISTICS",2005,2
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","BIOSTATISTICS",2006,8
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","BIOSTATISTICS",2007,7
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","BIOSTATISTICS",2008,8
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","BIOSTATISTICS",2009,11
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","BIOSTATISTICS",2010,8
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","BIOSTATISTICS",2011,8
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","BIOSTATISTICS",2012,11
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","BIOSTATISTICS",2013,7
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","BIOSTATISTICS",2014,7
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","BIOSTATISTICS",2015,6
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","BIOSTATISTICS",2016,7
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","BIOSTATISTICS",2017,7
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","BIOSTATISTICS",2018,7
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","BIOSTATISTICS",2019,10
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","BIOSTATISTICS",2020,5
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","BIOSTATISTICS",2021,1
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMMUNICATIONS IN STATISTICS-SIMULATION AND COMPUTATION",1985,2
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMMUNICATIONS IN STATISTICS-SIMULATION AND COMPUTATION",1988,2
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMMUNICATIONS IN STATISTICS-SIMULATION AND COMPUTATION",1989,1
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMMUNICATIONS IN STATISTICS-SIMULATION AND COMPUTATION",1991,1
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMMUNICATIONS IN STATISTICS-SIMULATION AND COMPUTATION",1992,1
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMMUNICATIONS IN STATISTICS-SIMULATION AND COMPUTATION",1995,1
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMMUNICATIONS IN STATISTICS-SIMULATION AND COMPUTATION",1996,2
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMMUNICATIONS IN STATISTICS-SIMULATION AND COMPUTATION",1997,1
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMMUNICATIONS IN STATISTICS-SIMULATION AND COMPUTATION",1998,4
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMMUNICATIONS IN STATISTICS-SIMULATION AND COMPUTATION",1999,3
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMMUNICATIONS IN STATISTICS-SIMULATION AND COMPUTATION",2000,2
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMMUNICATIONS IN STATISTICS-SIMULATION AND COMPUTATION",2001,2
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMMUNICATIONS IN STATISTICS-SIMULATION AND COMPUTATION",2003,2
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMMUNICATIONS IN STATISTICS-SIMULATION AND COMPUTATION",2004,4
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMMUNICATIONS IN STATISTICS-SIMULATION AND COMPUTATION",2005,3
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMMUNICATIONS IN STATISTICS-SIMULATION AND COMPUTATION",2006,7
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMMUNICATIONS IN STATISTICS-SIMULATION AND COMPUTATION",2007,3
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMMUNICATIONS IN STATISTICS-SIMULATION AND COMPUTATION",2008,6
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMMUNICATIONS IN STATISTICS-SIMULATION AND COMPUTATION",2009,9
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMMUNICATIONS IN STATISTICS-SIMULATION AND COMPUTATION",2010,10
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMMUNICATIONS IN STATISTICS-SIMULATION AND COMPUTATION",2011,6
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMMUNICATIONS IN STATISTICS-SIMULATION AND COMPUTATION",2012,9
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMMUNICATIONS IN STATISTICS-SIMULATION AND COMPUTATION",2013,13
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMMUNICATIONS IN STATISTICS-SIMULATION AND COMPUTATION",2014,10
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMMUNICATIONS IN STATISTICS-SIMULATION AND COMPUTATION",2015,10
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMMUNICATIONS IN STATISTICS-SIMULATION AND COMPUTATION",2016,14
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMMUNICATIONS IN STATISTICS-SIMULATION AND COMPUTATION",2017,15
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMMUNICATIONS IN STATISTICS-SIMULATION AND COMPUTATION",2018,20
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMMUNICATIONS IN STATISTICS-SIMULATION AND COMPUTATION",2019,41
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMMUNICATIONS IN STATISTICS-SIMULATION AND COMPUTATION",2020,30
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMMUNICATIONS IN STATISTICS-SIMULATION AND COMPUTATION",2021,5
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMMUNICATIONS IN STATISTICS-THEORY AND METHODS",1984,1
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMMUNICATIONS IN STATISTICS-THEORY AND METHODS",1985,2
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMMUNICATIONS IN STATISTICS-THEORY AND METHODS",1986,2
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMMUNICATIONS IN STATISTICS-THEORY AND METHODS",1987,3
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMMUNICATIONS IN STATISTICS-THEORY AND METHODS",1988,1
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMMUNICATIONS IN STATISTICS-THEORY AND METHODS",1991,1
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMMUNICATIONS IN STATISTICS-THEORY AND METHODS",1992,5
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMMUNICATIONS IN STATISTICS-THEORY AND METHODS",1993,1
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMMUNICATIONS IN STATISTICS-THEORY AND METHODS",1994,4
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMMUNICATIONS IN STATISTICS-THEORY AND METHODS",1995,5
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMMUNICATIONS IN STATISTICS-THEORY AND METHODS",1996,4
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMMUNICATIONS IN STATISTICS-THEORY AND METHODS",1997,5
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMMUNICATIONS IN STATISTICS-THEORY AND METHODS",1998,7
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMMUNICATIONS IN STATISTICS-THEORY AND METHODS",1999,3
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMMUNICATIONS IN STATISTICS-THEORY AND METHODS",2000,5
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMMUNICATIONS IN STATISTICS-THEORY AND METHODS",2001,3
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMMUNICATIONS IN STATISTICS-THEORY AND METHODS",2002,2
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMMUNICATIONS IN STATISTICS-THEORY AND METHODS",2003,3
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMMUNICATIONS IN STATISTICS-THEORY AND METHODS",2004,7
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMMUNICATIONS IN STATISTICS-THEORY AND METHODS",2005,3
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMMUNICATIONS IN STATISTICS-THEORY AND METHODS",2006,7
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMMUNICATIONS IN STATISTICS-THEORY AND METHODS",2007,4
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMMUNICATIONS IN STATISTICS-THEORY AND METHODS",2008,2
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMMUNICATIONS IN STATISTICS-THEORY AND METHODS",2009,8
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMMUNICATIONS IN STATISTICS-THEORY AND METHODS",2010,9
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMMUNICATIONS IN STATISTICS-THEORY AND METHODS",2011,15
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMMUNICATIONS IN STATISTICS-THEORY AND METHODS",2012,12
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMMUNICATIONS IN STATISTICS-THEORY AND METHODS",2013,13
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMMUNICATIONS IN STATISTICS-THEORY AND METHODS",2014,16
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMMUNICATIONS IN STATISTICS-THEORY AND METHODS",2015,25
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMMUNICATIONS IN STATISTICS-THEORY AND METHODS",2016,26
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMMUNICATIONS IN STATISTICS-THEORY AND METHODS",2017,23
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMMUNICATIONS IN STATISTICS-THEORY AND METHODS",2018,18
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMMUNICATIONS IN STATISTICS-THEORY AND METHODS",2019,31
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMMUNICATIONS IN STATISTICS-THEORY AND METHODS",2020,23
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMMUNICATIONS IN STATISTICS-THEORY AND METHODS",2021,2
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMPUTATIONAL STATISTICS",1997,1
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMPUTATIONAL STATISTICS",1999,3
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMPUTATIONAL STATISTICS",2000,2
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMPUTATIONAL STATISTICS",2001,2
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMPUTATIONAL STATISTICS",2002,2
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMPUTATIONAL STATISTICS",2003,5
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMPUTATIONAL STATISTICS",2004,1
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMPUTATIONAL STATISTICS",2006,1
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMPUTATIONAL STATISTICS",2007,1
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMPUTATIONAL STATISTICS",2008,2
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMPUTATIONAL STATISTICS",2009,5
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMPUTATIONAL STATISTICS",2010,3
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMPUTATIONAL STATISTICS",2011,2
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMPUTATIONAL STATISTICS",2012,1
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMPUTATIONAL STATISTICS",2013,15
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMPUTATIONAL STATISTICS",2014,10
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMPUTATIONAL STATISTICS",2015,5
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMPUTATIONAL STATISTICS",2016,8
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMPUTATIONAL STATISTICS",2017,6
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMPUTATIONAL STATISTICS",2018,11
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMPUTATIONAL STATISTICS",2019,14
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMPUTATIONAL STATISTICS",2020,19
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMPUTATIONAL STATISTICS & DATA ANALYSIS",1984,2
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMPUTATIONAL STATISTICS & DATA ANALYSIS",1987,1
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMPUTATIONAL STATISTICS & DATA ANALYSIS",1989,2
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMPUTATIONAL STATISTICS & DATA ANALYSIS",1992,1
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMPUTATIONAL STATISTICS & DATA ANALYSIS",1993,2
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMPUTATIONAL STATISTICS & DATA ANALYSIS",1994,1
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMPUTATIONAL STATISTICS & DATA ANALYSIS",1995,2
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMPUTATIONAL STATISTICS & DATA ANALYSIS",1996,4
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMPUTATIONAL STATISTICS & DATA ANALYSIS",1997,1
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMPUTATIONAL STATISTICS & DATA ANALYSIS",1998,3
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMPUTATIONAL STATISTICS & DATA ANALYSIS",1999,2
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMPUTATIONAL STATISTICS & DATA ANALYSIS",2000,6
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMPUTATIONAL STATISTICS & DATA ANALYSIS",2001,6
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMPUTATIONAL STATISTICS & DATA ANALYSIS",2002,7
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMPUTATIONAL STATISTICS & DATA ANALYSIS",2003,5
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMPUTATIONAL STATISTICS & DATA ANALYSIS",2004,24
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMPUTATIONAL STATISTICS & DATA ANALYSIS",2005,11
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMPUTATIONAL STATISTICS & DATA ANALYSIS",2006,45
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMPUTATIONAL STATISTICS & DATA ANALYSIS",2007,41
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMPUTATIONAL STATISTICS & DATA ANALYSIS",2008,47
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMPUTATIONAL STATISTICS & DATA ANALYSIS",2009,45
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMPUTATIONAL STATISTICS & DATA ANALYSIS",2010,13
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMPUTATIONAL STATISTICS & DATA ANALYSIS",2011,52
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMPUTATIONAL STATISTICS & DATA ANALYSIS",2012,46
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMPUTATIONAL STATISTICS & DATA ANALYSIS",2013,32
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMPUTATIONAL STATISTICS & DATA ANALYSIS",2014,43
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMPUTATIONAL STATISTICS & DATA ANALYSIS",2015,24
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMPUTATIONAL STATISTICS & DATA ANALYSIS",2016,33
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMPUTATIONAL STATISTICS & DATA ANALYSIS",2017,36
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMPUTATIONAL STATISTICS & DATA ANALYSIS",2018,28
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMPUTATIONAL STATISTICS & DATA ANALYSIS",2019,22
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","COMPUTATIONAL STATISTICS & DATA ANALYSIS",2020,18
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","ELECTRONIC JOURNAL OF STATISTICS",2008,1
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","ELECTRONIC JOURNAL OF STATISTICS",2009,10
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","ELECTRONIC JOURNAL OF STATISTICS",2010,4
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","ELECTRONIC JOURNAL OF STATISTICS",2011,2
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","ELECTRONIC JOURNAL OF STATISTICS",2012,2
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","ELECTRONIC JOURNAL OF STATISTICS",2013,11
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","ELECTRONIC JOURNAL OF STATISTICS",2014,2
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","ELECTRONIC JOURNAL OF STATISTICS",2015,9
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","ELECTRONIC JOURNAL OF STATISTICS",2016,2
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","ELECTRONIC JOURNAL OF STATISTICS",2017,12
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","ELECTRONIC JOURNAL OF STATISTICS",2018,5
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","ELECTRONIC JOURNAL OF STATISTICS",2019,5
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","ELECTRONIC JOURNAL OF STATISTICS",2020,14
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","INTERNATIONAL STATISTICAL REVIEW",1985,1
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","INTERNATIONAL STATISTICAL REVIEW",2000,2
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","INTERNATIONAL STATISTICAL REVIEW",2001,2
